,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
150140,4176983,5319326,12000,12000,12000.0, 36 months,11.14,393.67,B,B2,MDCA Head Start,2 years,MORTGAGE,45500.0,Verified,Apr-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4176983,  Borrower added on 04/04/13 > Getting rid of credit card debt in order to have one monthly payment.<br>,debt_consolidation,Personal DC Loan,441xx,OH,14.53,0.0,Dec-01,1.0,35.0,,21.0,0.0,11180,44.2,32.0,f,1538.64,1538.64,12597.14,12597.14,10461.36,2135.78,0.0,0.0,0.0,Dec-15,393.67,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,71.0,161756.0,,,,,,,,,,,,25300.0,,,
48497,9786277,11638259,17500,17500,17500.0, 60 months,15.61,421.95,C,C4,Case Manager,5 years,RENT,40000.0,Source Verified,Dec-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9786277,,debt_consolidation,Debt consolidation,076xx,NJ,18.57,0.0,Oct-95,0.0,,,9.0,0.0,14275,38.5,28.0,f,0.0,0.0,20942.03716,20942.04,17500.0,3442.04,0.0,0.0,0.0,May-15,190.98,,May-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,21649.0,,,,,,,,,,,,37100.0,,,
174831,3004895,3637087,9600,9600,9600.0, 36 months,14.09,328.53,B,B5,Desert Sands Unified School District,10+ years,RENT,73000.0,Verified,Jan-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3004895,  Borrower added on 01/03/13 > I would like to consolidate my credit debt.<br>,credit_card,my loan,922xx,CA,7.19,0.0,Sep-90,0.0,54.0,54.0,11.0,1.0,6267,46.1,48.0,f,0.0,0.0,11826.85931,11826.86,9600.0,2226.86,0.0,0.0,0.0,Jan-16,328.3,,Jan-16,0.0,54.0,1,INDIVIDUAL,,,,0.0,0.0,40781.0,,,,,,,,,,,,13600.0,,,
289914,29734922,32268127,35000,35000,35000.0, 60 months,13.98,814.03,C,C3,Associate Chief Privacy Officer,9 years,MORTGAGE,135000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29734922,,debt_consolidation,Debt consolidation,371xx,TN,34.2,0.0,Aug-96,1.0,,,21.0,0.0,60224,88.3,51.0,w,28382.83,28382.83,12183.27,12183.27,6617.17,5566.1,0.0,0.0,0.0,Jan-16,814.03,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,487706.0,,,,,,,,,,,,105200.0,,,
141063,4787805,6060193,16800,16800,16800.0, 60 months,24.7,490.16,G,G1,"Gaming Laboratories International, LLC",4 years,MORTGAGE,60000.0,Verified,May-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4787805,,credit_card,Refinance Loan,085xx,NJ,19.02,0.0,Dec-00,1.0,,,15.0,0.0,15570,60.3,22.0,f,0.0,0.0,22225.38962,22225.39,16800.0,5425.39,0.0,0.0,0.0,Oct-14,14389.22,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,24767.0,,,,,,,,,,,,25800.0,,,
102273,6728303,8330603,18000,18000,18000.0, 36 months,7.62,560.91,A,A3,Travelers,4 years,MORTGAGE,115000.0,Not Verified,Aug-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6728303,,debt_consolidation,Credit Card Consolidation,065xx,CT,6.93,0.0,Jan-05,0.0,,,11.0,0.0,18357,50.0,19.0,w,0.0,0.0,19335.46,19335.46,18000.0,1335.46,0.0,0.0,0.0,Oct-14,12043.63,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,309082.0,,,,,,,,,,,,36700.0,,,
404289,14510313,16572606,12000,12000,12000.0, 36 months,12.99,404.27,B,B5,Software Engineer 4,10+ years,RENT,90000.0,Source Verified,Apr-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14510313,,debt_consolidation,Debt consolidation,596xx,MT,8.63,2.0,May-86,0.0,16.0,32.0,9.0,1.0,5392,48.1,33.0,w,5569.6,5569.6,8489.67,8489.67,6430.4,2059.27,0.0,0.0,0.0,Jan-16,404.27,Feb-16,Jan-16,0.0,37.0,1,INDIVIDUAL,,,,0.0,0.0,17614.0,,,,,,,,,,,,11200.0,,,
82400,7657979,8316728,12000,12000,12000.0, 60 months,23.7,343.13,F,F1,Registered Nurse,10+ years,RENT,130000.0,Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7657979,"  Borrower added on 09/30/13 > We are using this money to consolidate all credit cards and pay some medical bills. Thank you for your consideration,<br>",debt_consolidation,Pay-off,945xx,CA,12.17,0.0,Jan-96,0.0,33.0,,17.0,0.0,6366,43.9,25.0,f,8263.03,8263.03,9261.07,9261.07,3736.97,5524.1,0.0,0.0,0.0,Jan-16,343.13,Feb-16,Jan-16,0.0,33.0,1,INDIVIDUAL,,,,0.0,0.0,27616.0,,,,,,,,,,,,14500.0,,,
32254,485665,618796,9000,9000,8934.48, 36 months,12.73,302.1,C,C1,Best Way Home Improvement ,< 1 year,RENT,26000.0,Not Verified,Feb-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=485665,  Borrower added on 02/15/10 > Trying to reestablish my finances while saving and securing myself an even better credit history fo any future nedeavors.<br/>,debt_consolidation,Reestablishing Finance,234xx,VA,17.12,0.0,Jan-91,0.0,,,7.0,0.0,14152,71.7,8.0,f,0.0,0.0,2935.25,2924.87,1709.3,813.56,0.0,412.39,76.1454,Jun-11,46.59,,Jul-11,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
286478,30225257,32768443,5000,5000,5000.0, 36 months,14.99,173.31,C,C5,Manufacturing engineer,1 year,RENT,72000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30225257,,debt_consolidation,Debt consolidation,805xx,CO,11.5,2.0,Dec-02,2.0,6.0,,11.0,0.0,6135,33.6,28.0,w,3315.55,3315.55,2431.71,2431.71,1684.45,747.26,0.0,0.0,0.0,Jan-16,173.31,Feb-16,Jan-16,0.0,33.0,1,INDIVIDUAL,,,,0.0,0.0,77680.0,,,,,,,,,,,,10700.0,,,
247870,35226116,37907478,10000,10000,10000.0, 36 months,12.99,336.9,C,C2,Noncommissioned in Charge,10+ years,MORTGAGE,70000.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=35226116,,credit_card,Debt consolidation,796xx,TX,25.99,4.0,May-99,2.0,5.0,,17.0,0.0,16369,41.5,43.0,w,6563.61,6563.61,4709.38,4709.38,3436.39,1272.99,0.0,0.0,0.0,Jan-16,336.9,Feb-16,Jan-16,0.0,5.0,1,INDIVIDUAL,,,,0.0,0.0,188493.0,,,,,,,,,,,,39400.0,,,
100021,6817547,8439584,20500,20500,20500.0, 60 months,22.2,568.53,E,E4,"Ray Tuck, DC, PC",2 years,OWN,46920.0,Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6817547,,debt_consolidation,Getting It All Together,240xx,VA,34.94,0.0,Mar-04,0.0,25.0,,16.0,0.0,14240,77.4,32.0,f,0.0,0.0,5115.99,5115.99,1834.9,3281.09,0.0,0.0,0.0,Jun-14,568.53,,Jan-16,0.0,36.0,1,INDIVIDUAL,,,,0.0,0.0,42660.0,,,,,,,,,,,,18400.0,,,
58797,9001591,10793006,8000,8000,7975.0, 36 months,6.03,243.49,A,A1,Management,< 1 year,MORTGAGE,60000.0,Source Verified,Nov-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9001591,,debt_consolidation,Debt Consolidation 2,451xx,OH,18.28,0.0,Oct-98,0.0,,,7.0,0.0,8832,29.1,21.0,f,2599.63,2591.5,6086.68,6067.66,5400.37,686.31,0.0,0.0,0.0,Dec-15,243.49,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,159681.0,,,,,,,,,,,,30400.0,,,
240252,35969654,38671299,11625,11625,11625.0, 60 months,15.99,282.64,D,D2,Administrative Assistant IV,3 years,OWN,32500.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=35969654,,debt_consolidation,Debt consolidation,895xx,NV,28.14,0.0,Jul-97,0.0,27.0,,10.0,0.0,25570,81.2,25.0,w,9824.95,9824.95,3653.67,3653.67,1800.05,1853.62,0.0,0.0,0.0,Dec-15,282.64,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,94679.0,,,,,,,,,,,,31500.0,,,
245220,35873327,38568742,24000,24000,24000.0, 36 months,8.19,754.18,A,A5,COO,2 years,MORTGAGE,120000.0,Source Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=35873327,,debt_consolidation,Debt consolidation,200xx,DC,21.81,0.0,Jul-99,0.0,40.0,,15.0,0.0,1489,8.1,28.0,w,16002.77,16002.77,9782.5,9782.5,7997.23,1785.27,0.0,0.0,0.0,Jan-16,754.18,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,101333.0,,,,,,,,,,,,18400.0,,,
278328,31277046,33850256,28000,28000,28000.0, 36 months,7.12,866.1,A,A3,Portfolio Manager,5 years,MORTGAGE,700000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31277046,,credit_card,Credit card refinancing,334xx,FL,11.73,0.0,Feb-92,0.0,,,13.0,0.0,452158,93.4,21.0,w,17053.01,17053.01,12969.35,12969.35,10946.99,2022.36,0.0,0.0,0.0,Jan-16,866.1,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,2141176.0,,,,,,,,,,,,484100.0,,,
220029,1242200,1482753,8000,8000,8000.0, 36 months,12.12,266.18,B,B3,Compass ,4 years,RENT,45000.0,Not Verified,Apr-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1242200,,credit_card,Credit,112xx,NY,12.35,0.0,Jan-01,0.0,,,12.0,0.0,9835,71.7,18.0,f,0.0,0.0,9379.546132,9379.55,8000.0,1379.55,0.0,0.0,0.0,Jun-14,412.77,,May-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
223272,1190612,1431794,3000,3000,3000.0, 36 months,12.12,99.82,B,B3,san bernardino ihss,3 years,RENT,21600.0,Not Verified,Mar-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1190612,,debt_consolidation,credit crd debt,923xx,CA,11.39,0.0,Mar-05,0.0,,,7.0,0.0,6256,77.2,9.0,f,0.0,0.0,3592.5617520000005,3592.56,3000.0,592.56,0.0,0.0,0.0,Apr-15,102.16,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
339762,22271690,24594620,16200,16200,16200.0, 60 months,18.99,420.15,E,E1,Loss Prevention,10+ years,MORTGAGE,45000.0,Not Verified,Jul-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22271690,,debt_consolidation,Debt consolidation,760xx,TX,26.29,1.0,Oct-97,0.0,7.0,,10.0,0.0,13962,69.8,24.0,f,0.0,0.0,4201.5,4201.5,1759.55,2441.95,0.0,0.0,0.0,May-15,420.15,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,41.0,170627.0,,,,,,,,,,,,20000.0,,,
28684,535220,691616,4800,4800,4800.0, 36 months,13.98,164.01,C,C3,Tiburon  Inc.,4 years,RENT,45000.0,Source Verified,Jun-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=535220,"  Borrower added on 06/22/10 > I plan on using the funds from this loan to pay for a wedding ring for my fiance'.<br/><br/>I have a stable job in the finance field, as well as work for a stable software company.<br/>",major_purchase,Engagement Ring for Fiance',945xx,CA,9.47,0.0,Oct-95,0.0,,,2.0,0.0,0,0.0,3.0,f,0.0,0.0,5902.25,5902.25,4800.0,1102.25,0.0,0.0,0.0,Jul-13,174.43,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
464568,9664757,11516907,14800,14800,14800.0, 36 months,8.9,469.95,A,A5,CIVIL ENGINEER,< 1 year,MORTGAGE,61000.0,Not Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9664757,,credit_card,Credit Cleanse,631xx,MO,17.82,0.0,Jun-03,1.0,,,11.0,0.0,15221,63.7,27.0,f,5377.39,5377.39,11277.76,11277.76,9422.61,1855.15,0.0,0.0,0.0,Jan-16,469.95,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,162062.0,,,,,,,,,,,,23900.0,,,
277135,30485764,33038943,24800,24800,24800.0, 60 months,15.61,597.97,D,D1,driver,3 years,RENT,65000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30485764,,debt_consolidation,Debt consolidation,945xx,CA,15.51,0.0,Jan-02,1.0,63.0,,11.0,0.0,18546,45.6,24.0,w,20271.39,20271.39,8926.54,8926.54,4528.61,4397.93,0.0,0.0,0.0,Jan-16,597.97,Feb-16,Jan-16,0.0,63.0,1,INDIVIDUAL,,,,0.0,0.0,26460.0,,,,,,,,,,,,40700.0,,,
437116,12346216,14338373,9325,9325,9275.0, 36 months,12.99,314.16,B,B5,Medicare Provider Enrollment Analyst,1 year,MORTGAGE,45000.0,Not Verified,Feb-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12346216,,debt_consolidation,Debt consolidation,959xx,CA,16.21,0.0,Feb-00,0.0,47.0,,10.0,0.0,4621,48.1,18.0,f,0.0,0.0,10810.04,10752.08,9325.0,1485.04,0.0,0.0,0.0,Sep-15,5469.32,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,972.0,122266.0,,,,,,,,,,,,9600.0,,,
123436,5802643,7234340,10375,10375,10375.0, 36 months,17.27,371.3,C,C5,ILARNG,10+ years,MORTGAGE,31000.0,Not Verified,Jul-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5802643,,debt_consolidation,loan,629xx,IL,12.19,1.0,Mar-06,2.0,14.0,,5.0,0.0,7056,87.1,13.0,f,0.0,0.0,8182.62,8182.62,5675.09,2488.96,18.57,0.0,0.0,May-15,1132.47,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,110666.0,,,,,,,,,,,,8100.0,,,
81529,7658522,9340453,15000,15000,14950.0, 60 months,12.99,341.22,B,B4,Manager,9 years,MORTGAGE,114000.0,Source Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7658522,  Borrower added on 10/02/13 > The loan is to purchase a car as the lease ends - this will allow for quicker pay down of credit cards. There has been no default on credit cards or any missed payments on them.<br>,car,Car Loan,087xx,NJ,23.74,0.0,May-00,0.0,,,16.0,0.0,43120,69.5,36.0,f,9429.42,9397.99,9206.82,9176.14,5570.58,3636.24,0.0,0.0,0.0,Jan-16,341.22,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,326817.0,,,,,,,,,,,,62000.0,,,
320382,22902631,25245587,28000,28000,28000.0, 36 months,16.29,988.42,D,D2,Assistant Controller,7 years,RENT,86000.0,Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22902631,,debt_consolidation,Debt consolidation,100xx,NY,17.91,0.0,Sep-06,1.0,,,9.0,0.0,17332,92.7,15.0,f,16455.5,16455.5,16803.14,16803.14,11544.5,5258.64,0.0,0.0,0.0,Jan-16,988.42,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,41752.0,,,,,,,,,,,,18700.0,,,
294387,29273699,31806868,11425,11425,11425.0, 36 months,12.99,384.9,C,C1,Medical assistant,4 years,RENT,42000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29273699,,debt_consolidation,Debt consolidation,923xx,CA,17.8,2.0,Apr-03,1.0,20.0,81.0,20.0,1.0,6028,35.3,29.0,f,7195.33,7195.33,5773.5,5773.5,4229.67,1543.83,0.0,0.0,0.0,Jan-16,384.9,Feb-16,Jan-16,0.0,20.0,1,INDIVIDUAL,,,,0.0,0.0,23529.0,,,,,,,,,,,,17100.0,,,
205294,1448213,1700686,10000,10000,9750.0, 36 months,13.11,337.47,B,B4,Anthony's Coal Fired Pizza,7 years,RENT,75000.0,Source Verified,Aug-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1448213,,debt_consolidation,Debt consolidation,106xx,NY,21.52,0.0,Nov-05,0.0,,,13.0,0.0,16087,68.2,20.0,f,0.0,0.0,12018.18435,11717.69,10000.0,2018.18,0.0,0.0,0.0,Dec-14,2916.94,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
174515,3006535,3638882,16500,16500,16500.0, 36 months,7.62,514.17,A,A3,Henry County Board of Education,2 years,MORTGAGE,91500.0,Verified,Jan-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3006535,  Borrower added on 01/05/13 > Consolidating two credit cards for a lower rate to pay off quicker.<br>,credit_card,Credit Card Consolidation,300xx,GA,17.69,0.0,Feb-97,1.0,42.0,,10.0,0.0,15454,62.6,36.0,f,0.0,0.0,18509.81529,18509.82,16500.0,2009.82,0.0,0.0,0.0,Jan-16,513.86,,Jan-16,0.0,42.0,1,INDIVIDUAL,,,,0.0,0.0,412778.0,,,,,,,,,,,,24700.0,,,
306635,27500923,30004038,35000,35000,35000.0, 60 months,19.52,917.97,E,E2,Captain,10+ years,RENT,92000.0,Verified,Sep-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27500923,,debt_consolidation,Debt consolidation,660xx,KS,4.0,1.0,Nov-98,0.0,20.0,,12.0,0.0,10222,70.0,33.0,w,28686.77,28686.77,14687.52,14687.52,6313.23,8374.29,0.0,0.0,0.0,Jan-16,917.97,Feb-16,Jan-16,0.0,48.0,1,INDIVIDUAL,,,,0.0,0.0,15763.0,,,,,,,,,,,,14600.0,,,
154604,3806404,4850080,20000,20000,20000.0, 36 months,15.31,696.35,C,C2,Alion Science and Technology,10+ years,MORTGAGE,130000.0,Source Verified,Mar-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3806404,,credit_card,CC payoff,328xx,FL,24.53,2.0,Mar-94,0.0,3.0,,10.0,0.0,20295,83.5,35.0,w,2036.71,2036.71,22979.55,22979.55,17963.29,5016.26,0.0,0.0,0.0,Jan-16,696.35,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,299982.0,,,,,,,,,,,,24300.0,,,
63152,8876544,10668589,26375,26375,26350.0, 36 months,24.5,1041.71,F,F3,Design Engineer ,2 years,RENT,59280.0,Verified,Nov-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8876544,,debt_consolidation,Debt/Housing Loan ,191xx,PA,9.47,0.0,Feb-00,1.0,,,6.0,0.0,24895,60.3,9.0,f,0.0,0.0,36213.41,36179.08,26375.0,9838.41,0.0,0.0,0.0,Dec-15,11212.37,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,24895.0,,,,,,,,,,,,41300.0,,,
276704,31637303,34190482,15000,15000,15000.0, 36 months,14.49,516.25,C,C4,,,RENT,45000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31637303,,debt_consolidation,Debt consolidation,948xx,CA,21.92,0.0,Dec-82,0.0,26.0,80.0,9.0,1.0,8907,90.0,20.0,f,9920.94,9920.94,7203.35,7203.35,5079.06,2124.29,0.0,0.0,0.0,Jan-16,516.25,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,24359.0,,,,,,,,,,,,9900.0,,,
236540,34864795,37548145,35000,35000,35000.0, 36 months,9.49,1120.99,B,B2,Chief Eng,7 years,MORTGAGE,85000.0,Verified,Dec-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34864795,,credit_card,Credit card refinancing,800xx,CO,19.54,0.0,Aug-81,1.0,,,13.0,0.0,49951,85.8,25.0,f,23489.27,23489.27,14535.96,14535.96,11510.73,3025.23,0.0,0.0,0.0,Jan-16,1120.99,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,279795.0,,,,,,,,,,,,58200.0,,,
453210,11084572,12996723,3500,3500,3500.0, 36 months,16.24,123.47,C,C5,inventory control,10+ years,RENT,35000.0,Source Verified,Jan-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11084572,,car,Car financing,921xx,CA,8.33,0.0,Mar-99,0.0,,108.0,3.0,1.0,8251,64.5,12.0,f,0.0,0.0,4263.32,4263.32,3500.0,748.32,15.0,0.0,0.0,Oct-15,2164.33,,Jan-16,1.0,,1,INDIVIDUAL,,,,0.0,98.0,8251.0,,,,,,,,,,,,12800.0,,,
404841,12617071,14629231,25000,25000,25000.0, 36 months,7.9,782.26,A,A4,Information Security Manager,2 years,MORTGAGE,98500.0,Source Verified,Apr-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12617071,,credit_card,Credit card refinancing,452xx,OH,19.2,0.0,Jun-00,3.0,,,9.0,0.0,27142,58.1,16.0,w,11138.17,11138.17,16427.46,16427.46,13861.83,2565.63,0.0,0.0,0.0,Jan-16,782.26,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,212659.0,,,,,,,,,,,,46700.0,,,
308954,26999830,29492877,22750,22750,22750.0, 36 months,18.24,825.21,D,D5,senior system tech,10+ years,MORTGAGE,60000.0,Source Verified,Sep-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26999830,,debt_consolidation,Debt consolidation,620xx,IL,33.24,0.0,Mar-01,1.0,33.0,,9.0,0.0,32200,81.7,27.0,w,0.0,0.0,26813.45,26813.45,22750.0,4063.45,0.0,0.0,0.0,Oct-15,16910.93,,Nov-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,237181.0,,,,,,,,,,,,39400.0,,,
90334,7088699,8750753,20000,20000,20000.0, 60 months,21.7,548.98,E,E2,Hillsborough County,10+ years,MORTGAGE,75000.0,Source Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7088699,  Borrower added on 09/11/13 > This loan will consolidate my credit card debt.<br>,debt_consolidation,Debt consolidation,335xx,FL,9.33,0.0,Feb-95,0.0,,,11.0,0.0,23164,88.8,29.0,w,0.0,0.0,25080.42,25080.42,20000.0,5080.42,0.0,0.0,0.0,Dec-14,17394.7,,Apr-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,115813.0,,,,,,,,,,,,26100.0,,,
200686,1500800,1761782,12000,12000,12000.0, 36 months,15.8,420.71,C,C3,COCONUT CREEK CASINO,2 years,RENT,50000.0,Not Verified,Sep-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1500800,,credit_card,Credit card refinancing,333xx,FL,27.1,0.0,May-06,3.0,,,12.0,0.0,12737,62.1,19.0,f,0.0,0.0,15045.12921,15045.13,12000.0,3045.13,0.0,0.0,0.0,Mar-15,2852.7,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,57421.0,,,,,,,,,,,,20500.0,,,
87391,7436699,9098788,13975,13975,13975.0, 36 months,6.97,431.32,A,A2,Avison Young,< 1 year,RENT,40000.0,Not Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7436699,,credit_card,Credit card refinancing,907xx,CA,7.29,0.0,Jun-00,0.0,,,5.0,0.0,13997,28.2,16.0,w,0.0,0.0,14631.32609,14631.33,13975.0,656.33,0.0,0.0,0.0,Jun-14,11180.77,,Jul-14,0.0,,1,INDIVIDUAL,,,,0.0,322.0,13997.0,,,,,,,,,,,,49700.0,,,
245217,31377321,33950554,9600,9600,9600.0, 36 months,13.66,326.53,C,C3,mechanic,10+ years,MORTGAGE,70000.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31377321,,debt_consolidation,Debt consolidation,553xx,MN,18.58,0.0,Mar-96,0.0,45.0,,10.0,0.0,19217,53.0,18.0,w,6574.57,6574.57,4237.6,4237.6,3025.43,1212.17,0.0,0.0,0.0,Dec-15,326.53,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,46815.0,,,,,,,,,,,,36150.0,,,
384620,16752384,18734918,15825,15825,15775.0, 60 months,20.2,421.03,E,E3,Facility Maintance,4 years,MORTGAGE,56000.0,Verified,May-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16752384,,debt_consolidation,Debt consolidation,320xx,FL,11.42,0.0,Jan-95,1.0,,,11.0,0.0,18400,75.7,35.0,f,0.0,0.0,19511.46,19449.81,15825.0,3686.46,0.0,0.0,0.0,Aug-15,14038.07,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,18400.0,,,,,,,,,,,,24300.0,,,
417855,13346761,15388990,19200,19200,19200.0, 36 months,7.9,600.78,A,A4,Funeral Director,2 years,MORTGAGE,60000.0,Not Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13346761,,credit_card,Credit card refinancing,705xx,LA,16.24,1.0,Apr-00,0.0,6.0,,7.0,0.0,17934,48.9,22.0,w,8554.02,8554.02,12616.38,12616.38,10645.98,1970.4,0.0,0.0,0.0,Jan-16,600.78,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,207207.0,,,,,,,,,,,,36700.0,,,
442515,11924948,13917096,6400,6400,6375.0, 36 months,12.49,214.08,B,B4,Office Manager/Medical Assistant,1 year,RENT,25000.0,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11924948,,debt_consolidation,Debt consolidation,018xx,MA,16.51,0.0,Jan-02,0.0,37.0,,13.0,0.0,11391,69.0,23.0,f,2775.31,2764.47,4709.76,4691.36,3624.69,1085.07,0.0,0.0,0.0,Dec-15,214.08,Feb-16,Jan-16,0.0,37.0,1,INDIVIDUAL,,,,0.0,0.0,30641.0,,,,,,,,,,,,16500.0,,,
